	FT01DA	FT02DA	FT04DA	FT01nDA	FT02nDA	FT04nDA
Nt5c|Nt5c	2014	461	915	1001	933	684
LOC102634812|LOC102634812	291	353	134	118	49	74
Hn1|Hn1	2288	1201	1697	1159	1485	967
Sumo2|Sumo2	726	321	458	578	691	591
Mif4gd|Mif4gd	781	529	297	872	832	647
Slc25a19|Slc25a19	2441	828	1694	1825	1659	1610
Grb2|Grb2	2436	1596	1147	1422	1220	1196
Tmem94|Tmem94	3541	1721	3563	3178	1375	3415
LOC108167939|LOC108167939	54	0	14	45	24	19
Mir5621|Mir5621	0	0	0	1	0	5
Caskin2|Caskin2	1125	36	300	1319	317	1031
Nup85|Nup85	1656	384	1273	2881	2231	2390
Gga3|Gga3	1577	160	591	5495	1214	3951
Mrps7|Mrps7	2025	1212	1692	1480	1500	1339
Tsen54|Tsen54	699	650	875	1465	806	983
Itgb4|Itgb4	0	43	279	3536	1702	2423
B230344G16Rik|B230344G16Rik	0	0	0	7	9	30
Galk1|Galk1	985	156	642	493	486	459
Myo15b|Myo15b	0	0	0	18	0	19
Recql5|Recql5	1782	848	2002	2478	1938	1811
Smim5|Smim5	0	260	37	197	209	168
Sap30bp|Sap30bp	473	10	636	803	768	840
Smim6|Smim6	98	0	24	128	209	68
Gm39474|Gm39474	384	0	205	289	210	292
Unk|Unk	1545	1149	958	2855	896	2196
Gm38482|Gm38482	0	0	4	5	26	1
H3f3b|H3f3b	9278	9496	8044	7374	10272	6842
Trim65|Trim65	71	0	290	332	195	278
Wbp2|Wbp2	8704	3115	6378	4449	3047	4228
Mrpl38|Mrpl38	3324	2409	2074	2314	1711	1832
Fbf1|Fbf1	1122	92	885	2030	738	1987
Acox1|Acox1	3073	1961	3615	3565	3815	3523
Ten1|Ten1	338	597	407	321	221	260
Cdk3-ps|Cdk3-ps	0	0	0	98	33	96
Srp68|Srp68	2202	500	2008	2550	1519	1817
Foxj1|Foxj1	0	0	319	560	57	467
Exoc7|Exoc7	2871	2387	1556	2010	1774	1602
Ubald2|Ubald2	510	395	552	250	174	296
Rnf157|Rnf157	3444	938	1698	1805	1585	1542
Sphk1|Sphk1	77	70	131	574	365	481
Aanat|Aanat	157	0	96	104	67	79
Prpsap1|Prpsap1	7037	1735	4868	7747	5997	6657
Ube2o|Ube2o	2817	2191	3321	4338	1702	3652
Gm11744|Gm11744	389	78	173	230	234	175
Cygb|Cygb	2212	372	785	1113	1036	1390
St6galnac2|St6galnac2	86	9	71	218	173	162
1810032O08Rik|1810032O08Rik	338	0	225	556	718	609
Snord1b|Snord1b	0	0	0	5	1	11
Snord1c|Snord1c	0	0	0	1	8	6
Snord1a|Snord1a	0	0	0	1	1	1
Mxra7|Mxra7	1086	821	1889	1470	794	1786
Mgat5b|Mgat5b	1429	1649	4988	2094	1097	2363
Gm33829|Gm33829	0	0	0	4	19	58
Snhg20|Snhg20	6759	2605	3543	5483	7960	4826
Mir6516|Mir6516	106	129	111	105	75	110
Sec14l1|Sec14l1	2302	656	724	2598	1101	1868
Gm34128|Gm34128	7	0	18	17	0	24
Gm11729|Gm11729	0	0	0	4	15	0
Sept9|Sept9	249	15	351	350	236	506
Gm39478|Gm39478	0	0	0	0	0	0
Gm34065|Gm34065	0	0	0	154	35	36
Gm11734|Gm11734	308	0	117	131	102	91
Gm35170|Gm35170	44	69	0	36	14	17
2900041M22Rik|2900041M22Rik	0	237	36	57	79	155
Syngr2|Syngr2	252	446	266	1831	2197	1502
Tk1|Tk1	58	0	116	145	229	188
Afmid|Afmid	686	145	463	483	410	446
Jmjd6|Jmjd6	3256	2408	3934	5262	4139	3952
Mettl23|Mettl23	1108	845	595	759	887	827
Mfsd11|Mfsd11	8018	4883	8421	5115	7112	5287
Srsf2|Srsf2	32887	22266	28874	31011	50913	41342
Birc5|Birc5	0	0	29	58	62	115
Tnrc6c|Tnrc6c	2432	1086	5116	8451	6237	11256
Tha1|Tha1	776	0	155	376	206	354
Gm11725|Gm11725	211	0	26	178	249	245
Pgs1|Pgs1	1949	707	1185	1583	983	1235
Mir6933|Mir6933	0	0	0	1	1	4
Dnah17|Dnah17	70	0	0	258	148	146
Cyth1|Cyth1	5409	4613	5820	10029	3063	10279
Usp36|Usp36	3846	795	4024	5150	2940	3719
Lgals3bp|Lgals3bp	11847	3906	10220	5686	6689	4566
BC100451|BC100451	30	134	0	77	60	52
Timp2|Timp2	12927	7409	11616	10605	11429	11472
C1qtnf1|C1qtnf1	480	0	675	249	195	369
Gm11747|Gm11747	0	0	0	0	0	0
Engase|Engase	0	0	147	373	89	374
Cant1|Cant1	6842	1617	4458	3904	1715	5080
Cbx8|Cbx8	0	382	21	436	362	374
Gm35829|Gm35829	0	0	0	10	15	0
Cbx2|Cbx2	653	106	220	526	93	479
Cbx4|Cbx4	1407	18	672	635	697	713
Ccdc40|Ccdc40	42	148	121	212	197	299
Gm35932|Gm35932	0	0	112	47	70	50
LOC108167941|LOC108167941	152	161	298	219	260	113
Rbfox3|Rbfox3	3427	1767	2072	5446	4851	4344
LOC108167940|LOC108167940	207	84	31	34	15	11
Tbc1d16|Tbc1d16	607	187	1059	1286	537	1249
Mir6934|Mir6934	0	0	0	3	0	0
Gm36111|Gm36111	0	0	36	16	0	0
Gm11753|Gm11753	0	75	0	121	64	63
Eif4a3|Eif4a3	1241	432	249	994	1451	917
Card14|Card14	0	0	0	19	8	55
Sgsh|Sgsh	482	464	620	1083	452	888
Slc26a11|Slc26a11	988	653	1072	1805	1158	1438
Endov|Endov	909	691	645	1141	427	1077
Rnf213|Rnf213	522	115	112	1095	1435	861
Mir1932|Mir1932	0	0	0	2	0	0
LOC102639982|LOC102639982	724	0	0	126	178	97
Nptx1|Nptx1	3854	908	4844	2801	1870	10576
LOC102640451|LOC102640451	0	0	0	138	84	129
Gm39485|Gm39485	0	0	0	0	0	0
Chmp6|Chmp6	1774	244	1568	1096	729	953
Baiap2|Baiap2	486	263	1428	3597	1815	4517
Rptor|Rptor	4577	1747	3391	4106	1574	3597
Rptoros|Rptoros	2	0	16	117	144	49
Cep131|Cep131	366	0	567	1132	414	1111
Aatk|Aatk	12167	7768	9172	14664	5469	14911
Mir338|Mir338	75	21	5	74	38	60
Mir3065|Mir3065	0	0	0	0	0	0
Enthd2|Enthd2	465	155	1046	1276	630	607
1810043H04Rik|1810043H04Rik	1145	430	984	449	523	364
Gm39486|Gm39486	0	0	7	0	2	0
Slc38a10|Slc38a10	7799	5045	8397	7820	3312	6960
Gm11769|Gm11769	1031	831	424	1153	560	771
Gm9734|Gm9734	0	229	7	126	108	69
2810410L24Rik|2810410L24Rik	708	0	156	388	273	413
LOC102640779|LOC102640779	2902	1001	2510	1761	777	1594
Bahcc1|Bahcc1	604	65	419	594	342	530
LOC105246895|LOC105246895	82	0	0	55	31	66
Gaa|Gaa	131493	72843	177618	63352	24870	69709
Fscn2|Fscn2	0	0	0	24	7	8
Actg1|Actg1	6295	2224	4026	1992	1820	1859
Mir6935|Mir6935	6	0	13	5	3	5
0610009L18Rik|0610009L18Rik	147	0	182	93	63	79
Faap100|Faap100	2069	197	760	1331	601	1236
Tspan10|Tspan10	0	0	0	3	13	0
Nploc4|Nploc4	1411	1544	1494	1780	1931	1750
Mrpl12|Mrpl12	3344	1292	2432	904	1040	846
Slc25a10|Slc25a10	655	1769	782	886	329	1084
Oxld1|Oxld1	682	160	331	243	219	202
Ccdc137|Ccdc137	1237	1920	1138	2151	1487	1951
Hgs|Hgs	2954	19	2472	3397	1495	2732
Arl16|Arl16	4381	1975	2101	1704	1637	1031
Ppp1r27|Ppp1r27	0	0	0	3	9	0
Fam195b|Fam195b	6099	2669	4730	2069	2273	2176
Arhgdia|Arhgdia	6823	3154	4064	3505	1207	3313
Npb|Npb	0	0	2	42	32	15
LOC108167942|LOC108167942	97	227	408	215	635	330
Alyref|Alyref	271	147	127	50	63	51
Anapc11|Anapc11	2692	705	2119	1014	1359	988
Gm39491|Gm39491	118	244	500	196	258	316
P4hb|P4hb	27448	19837	29179	16176	18871	15717
Pycr1|Pycr1	202	190	625	112	56	46
Myadml2|Myadml2	1251	1151	1002	772	594	726
Pcyt2|Pcyt2	11404	4790	5142	13822	4292	9978
Aspscr1|Aspscr1	3722	914	3025	3065	1191	2488
Mafg|Mafg	1019	2772	6135	10702	7733	8597
Sirt7|Sirt7	5561	2238	3578	7339	8038	5286
Mir6936|Mir6936	29	43	67	59	38	39
Dcxr|Dcxr	384	190	202	241	215	170
Stra13|Stra13	894	144	433	1256	822	990
Lrrc45|Lrrc45	3589	2783	1429	6968	2801	6304
Rac3|Rac3	4468	1483	1793	810	577	640
Fasn|Fasn	1286	275	2006	2721	1454	2509
Ccdc57|Ccdc57	339	29	121	1095	726	1194
LOC105243655|LOC105243655	0	0	0	0	7	0
Rfng|Rfng	2982	3682	3893	8584	2642	7335
Gps1|Gps1	3949	1548	2511	2302	2427	1821
Dus1l|Dus1l	4718	876	2529	2228	1507	2120
Gm30062|Gm30062	156	68	154	249	193	269
Slc16a3|Slc16a3	3311	2544	3669	598	131	541
Csnk1d|Csnk1d	2443	1109	2997	4023	2476	3801
Hexdc|Hexdc	4117	2990	2496	2226	1600	1855
BC017643|BC017643	3997	3058	4288	3625	3634	3083
Ogfod3|Ogfod3	1371	80	1843	1062	1485	1006
Narf|Narf	6610	3914	4342	4302	4704	3796
Foxk2|Foxk2	976	746	1391	1413	1778	1447
Fn3krp|Fn3krp	224	146	62	80	100	126
Fn3k|Fn3k	833	599	335	945	943	636
Rab40b|Rab40b	470	169	245	449	286	480
Mir7236|Mir7236	1	0	8	8	3	8
Wdr45b|Wdr45b	4215	1631	2285	2225	2803	2019
LOC108167874|LOC108167874	0	0	0	0	0	0
Metrnl|Metrnl	180	217	446	243	250	288
Tbcd|Tbcd	2635	500	4151	4916	3540	3705
B3gntl1|B3gntl1	722	340	586	1404	1038	1086
Zfp750|Zfp750	1051	0	188	326	334	286
Gm26520|Gm26520	0	0	105	186	173	35
Rab10os|Rab10os	872	163	512	1331	1246	1010
Rab10|Rab10	4379	2368	4509	4603	3926	4398
LOC108167952|LOC108167952	0	0	29	31	0	22
I920046F24Rik|I920046F24Rik	0	0	52	42	10	4
Asxl2|Asxl2	6770	3692	4328	5320	8490	5146
Kif3c|Kif3c	2141	1667	3117	2524	2026	3439
1110002L01Rik|1110002L01Rik	418	166	146	253	260	217
Dtnb|Dtnb	1319	2286	851	3047	2005	2573
Pomc|Pomc	916	483	132	650	130	64
Dnmt3a|Dnmt3a	10926	7868	10730	21259	15803	16257
Gm31623|Gm31623	261	504	348	1134	1213	793
Dnmt3aos|Dnmt3aos	19	0	56	80	49	38
Efr3b|Efr3b	3216	841	3517	9668	8256	7405
Dnajc27|Dnajc27	3594	1007	3138	4508	3954	4021
Adcy3|Adcy3	8962	5874	9371	4454	2699	5488
Gm31794|Gm31794	0	40	0	21	17	48
Cenpo|Cenpo	1053	216	459	1057	672	913
Ptrhd1|Ptrhd1	96	86	126	182	130	191
LOC105244649|LOC105244649	0	0	11	33	93	28
Gm31938|Gm31938	165	0	0	19	15	28
LOC108167978|LOC108167978	0	52	51	37	28	17
Ncoa1|Ncoa1	2077	2426	1219	2212	3844	2351
Sf3b6|Sf3b6	1648	610	1093	697	1212	589
Fkbp1b|Fkbp1b	38	780	457	451	429	475
Itsn2|Itsn2	4293	3449	3741	8508	6937	6445
Fam228a|Fam228a	53	30	0	339	441	369
Fam228b|Fam228b	0	134	23	1639	1753	1567
Pfn4|Pfn4	231	0	105	183	144	75
Gm40835|Gm40835	59	57	8	43	30	28
BC068281|BC068281	1663	1053	1678	2637	2173	2150
Mfsd2b|Mfsd2b	549	1	146	223	70	64
Ubxn2a|Ubxn2a	6304	2138	2383	3092	4281	2878
Atad2b|Atad2b	1872	1339	1962	1975	2881	2869
Gm32398|Gm32398	0	255	65	86	82	49
Gm32576|Gm32576	0	0	13	26	16	26
Gm9548|Gm9548	137	0	77	131	79	122
Gm32442|Gm32442	0	0	0	14	5	8
LOC108167979|LOC108167979	0	0	0	0	15	7
Gm32828|Gm32828	0	0	0	0	0	0
Gm32214|Gm32214	0	0	385	61	16	55
Gm32258|Gm32258	0	0	10	94	62	61
Klhl29|Klhl29	472	345	1497	1253	2348	1637
2810032G03Rik|2810032G03Rik	214	455	228	207	113	175
Hs1bp3|Hs1bp3	254	0	495	1104	739	805
Gm33037|Gm33037	17	0	6	0	0	0
Ldah|Ldah	985	1100	1145	1132	1651	1069
Gdf7|Gdf7	0	0	0	3	0	0
Rhob|Rhob	2278	2320	2173	2944	3022	3115
Gm40267|Gm40267	122	34	23	27	38	22
Pum2|Pum2	4468	3259	4060	3391	4658	3694
Ttc32|Ttc32	338	0	55	119	192	187
Gm40268|Gm40268	0	0	0	0	5	0
Wdr35|Wdr35	699	156	1099	1161	1319	1060
Rdh14|Rdh14	5477	2942	3857	2555	2796	2179
Laptm4a|Laptm4a	48175	29550	35456	21097	31070	24148
9530020I12Rik|9530020I12Rik	46	0	0	0	0	0
Gm38407|Gm38407	27	0	0	0	1	0
7420701I03Rik|7420701I03Rik	0	139	11	9	0	7
Kcns3|Kcns3	3035	3936	6047	583	802	700
Gen1|Gen1	0	0	0	27	69	112
Smc6|Smc6	6881	3970	5610	4071	5257	3677
Mir7675|Mir7675	0	0	0	3	4	1
Rad51ap2|Rad51ap2	446	595	712	342	243	253
Gm34348|Gm34348	0	0	0	3	4	9
Gm34237|Gm34237	0	0	7	21	13	0
Tubb2a-ps2|Tubb2a-ps2	0	3	0	9	9	0
Vsnl1|Vsnl1	10384	5142	8866	2847	3800	3407
Gm34696|Gm34696	0	0	0	49	43	0
Mycn|Mycn	912	421	665	400	196	308
Fam49a|Fam49a	2114	2173	1187	1463	1834	1690
Gm34407|Gm34407	0	0	173	206	138	162
4921511I17Rik|4921511I17Rik	0	0	0	4	0	0
Ddx1|Ddx1	4354	2634	3560	3494	4196	3182
Fam84a|Fam84a	1637	574	363	923	599	884
Gm16497|Gm16497	0	0	0	0	12	0
Gm40840|Gm40840	0	0	0	0	0	0
Nbas|Nbas	3193	2644	2763	4246	4386	4608
Gm35725|Gm35725	0	0	0	38	53	31
Trib2|Trib2	4629	3603	2716	2775	2344	2733
Mir6387|Mir6387	0	0	0	0	0	0
Gm5432|Gm5432	0	0	69	41	61	10
LOC108167981|LOC108167981	0	0	0	0	0	0
E2f6|E2f6	883	0	185	901	1034	757
Greb1|Greb1	1432	1076	566	150	182	96
Lpin1|Lpin1	4087	1642	1648	4272	3426	2866
Ntsr2|Ntsr2	3258	1970	2795	13785	18949	10436
Kcnf1|Kcnf1	0	75	1257	1355	404	1441
Rock2|Rock2	1256	1092	2393	2474	3978	3422
Pqlc3|Pqlc3	181	518	419	420	735	574
Gm36752|Gm36752	0	0	0	8	0	0
Odc1|Odc1	2158	948	1192	521	661	396
Mir3066|Mir3066	12	42	1	0	7	4
LOC108167982|LOC108167982	64	0	17	7	9	7
Nol10|Nol10	456	1422	768	897	736	712
Gm40312|Gm40312	0	0	0	0	0	0
Hpcal1|Hpcal1	568	167	1216	1257	724	713
Gm40842|Gm40842	118	0	76	30	51	53
Bnip3l-ps|Bnip3l-ps	27	18	8	22	20	18
LOC102632102|LOC102632102	0	0	0	0	0	0
5730507C01Rik|5730507C01Rik	0	0	5	45	69	21
Gm5784|Gm5784	0	0	94	43	31	45
LOC102639021|LOC102639021	0	0	0	0	0	0
Gm38704|Gm38704	0	0	0	0	0	0
Gm9265|Gm9265	0	0	0	0	0	0
Gm9222|Gm9222	4298	2688	2265	4797	3922	3256
LOC108167946|LOC108167946	17	180	16	73	121	66
Gm30124|Gm30124	0	16	0	48	93	70
Gm6626|Gm6626	0	0	0	0	0	14
1700030C10Rik|1700030C10Rik	0	0	66	28	10	56
3110053B16Rik|3110053B16Rik	429	25	81	324	277	262
Atp6v1c2|Atp6v1c2	142	94	39	89	128	103
Pdia6|Pdia6	49597	32037	43925	21760	26240	21902
Iah1|Iah1	760	396	172	359	349	336
Adam17|Adam17	1136	1656	1597	2307	3203	2623
Gm4419|Gm4419	51	32	61	20	55	66
Asap2|Asap2	2482	1220	2069	2665	2374	1643
Itgb1bp1|Itgb1bp1	630	901	1216	879	960	658
Cpsf3|Cpsf3	2371	325	1906	2616	2514	2051
Gm40855|Gm40855	142	457	108	453	694	508
Gm38699|Gm38699	0	0	0	0	0	0
2410018L13Rik|2410018L13Rik	40	150	49	107	121	96
Ywhaq|Ywhaq	4788	2512	3467	3211	5166	2713
F630048H11Rik|F630048H11Rik	2611	761	2438	2664	3696	3008
LOC102639700|LOC102639700	0	25	82	117	107	43
Klf11|Klf11	389	0	266	442	243	345
Taf1b|Taf1b	936	694	1527	1797	2082	1637
Grhl1|Grhl1	0	310	299	292	440	610
Rrm2|Rrm2	0	19	209	114	124	115
Cys1|Cys1	83	298	19	397	634	451
Gm36129|Gm36129	59	155	375	168	113	209
LOC102641621|LOC102641621	135	255	22	96	110	77
Mboat2|Mboat2	6205	7441	6271	7496	10096	6780
Id2|Id2	3600	1399	1884	1729	3017	2552
Rsad2|Rsad2	1111	159	0	238	557	214
Cmpk2|Cmpk2	622	273	1575	772	867	635
Rnf144a|Rnf144a	354	0	41	1162	793	1099
Mir6538|Mir6538	0	0	3	6	0	7
4930549C15Rik|4930549C15Rik	110	107	128	181	211	166
Gm30515|Gm30515	700	392	414	749	922	596
Kidins220|Kidins220	16891	11298	21901	14835	15633	15212
Gm36236|Gm36236	166	586	183	117	90	130
Gm9866|Gm9866	767	727	627	732	829	646
Rnaseh1|Rnaseh1	825	99	464	927	933	801
Rps7|Rps7	4812	1131	2364	1017	1568	1016
Adi1|Adi1	1737	553	502	929	1053	740
Mir6937|Mir6937	0	0	5	26	11	14
Sox11|Sox11	13106	7484	13113	7082	9670	6718
Trappc12|Trappc12	951	1294	1473	2974	2514	2060
Gm31269|Gm31269	13	255	25	39	86	56
Tssc1|Tssc1	1408	223	957	1318	1449	1000
LOC108167995|LOC108167995	0	0	173	295	153	550
Gm31333|Gm31333	19	0	0	88	65	88
Gm31939|Gm31939	43	306	11	209	101	98
Pxdn|Pxdn	1590	39	87	2603	1624	3815
Tpo|Tpo	0	0	45	86	69	5
Gm15691|Gm15691	0	0	0	14	0	0
Tmem18|Tmem18	1753	1598	3979	2405	3605	3409
Sntg2|Sntg2	458	0	126	203	150	91
Fam150b|Fam150b	19	0	0	84	18	73
Sh3yl1|Sh3yl1	535	23	178	685	489	602
Acp1|Acp1	1657	1339	1865	1000	1582	932
LOC102634058|LOC102634058	660	226	277	307	362	317
Myt1l|Myt1l	8810	4227	6579	12201	11708	8970
C630031E19Rik|C630031E19Rik	98	68	107	107	92	84
LOC108167996|LOC108167996	0	0	85	93	73	38
Lamb1|Lamb1	3480	2091	3339	1056	691	1464
Dld|Dld	1460	1791	2948	2539	3599	2886
Cbll1|Cbll1	415	2710	1159	1148	1358	1455
Gm40362|Gm40362	0	0	0	9	16	42
Bcap29|Bcap29	6739	5316	9715	4169	5636	4648
5430401H09Rik|5430401H09Rik	0	5	14	34	0	9
Ccdc71l|Ccdc71l	1192	795	190	229	243	374
Prkar2b|Prkar2b	534	1016	868	563	417	535
4933406C10Rik|4933406C10Rik	61	87	73	118	85	165
Gm33484|Gm33484	0	0	0	0	0	0
Gm33441|Gm33441	161	55	102	8	43	57
Nampt|Nampt	1962	56	843	1089	1550	1123
Gdap10|Gdap10	3855	1928	3967	2328	2874	2256
Sypl|Sypl	3382	1717	2809	5255	7866	6533
Dus4l|Dus4l	581	200	145	338	505	355
Cog5|Cog5	3402	843	1778	2025	2925	1766
Hbp1|Hbp1	4397	1039	2580	5397	8635	4705
Gpr22|Gpr22	9696	3641	4233	2777	4148	4762
Efcab10|Efcab10	48	107	101	38	35	42
Gm40383|Gm40383	0	0	92	0	0	0
Ferd3l|Ferd3l	0	0	123	5	5	26
Twistnb|Twistnb	2189	860	490	793	1102	528
Atxn7l1|Atxn7l1	1493	814	1659	1536	1539	1495
Atxn7l1os2|Atxn7l1os2	0	33	272	30	25	41
F730043M19Rik|F730043M19Rik	989	465	193	660	469	446
Gm38649|Gm38649	128	22	210	349	146	376
Agr2|Agr2	0	0	0	0	4	3
Ahr|Ahr	1395	449	823	541	437	589
Snx13|Snx13	5916	2378	3409	2641	3443	4280
Hdac9|Hdac9	1693	594	989	1507	1394	1385
Gm40384|Gm40384	0	0	12	7	8	0
LOC108167997|LOC108167997	2884	2174	2995	3474	4313	2833
Gm40875|Gm40875	712	374	239	438	253	264
Sostdc1|Sostdc1	462	427	87	218	232	126
Bzw2|Bzw2	2993	1199	1790	1594	1720	1374
Ankmy2|Ankmy2	1035	1172	1956	1716	2261	1472
Tspan13|Tspan13	54270	39654	50594	18570	22941	21828
Ispd|Ispd	3697	2366	2596	3194	3588	1958
Etv1|Etv1	1549	975	1518	2380	3840	2124
Arl4a|Arl4a	1383	1029	790	1261	1535	1236
Mir1938|Mir1938	0	0	7	0	0	3
Ifrd1|Ifrd1	2160	445	1847	1415	1446	1460
Dgkb|Dgkb	2642	3732	3109	7525	5575	7772
4930428E07Rik|4930428E07Rik	29	0	7	8	14	7
Zfp277|Zfp277	988	365	902	493	515	565
Gm40406|Gm40406	477	709	1116	871	599	1153
Dock4|Dock4	5316	5186	2896	4677	3720	4617
Lrrn3|Lrrn3	8954	5590	10814	2736	4358	4302
Gm40412|Gm40412	0	0	0	7	0	0
LOC108167998|LOC108167998	0	0	0	0	0	0
Immp2l|Immp2l	875	241	154	337	497	196
Dnajb9|Dnajb9	22636	18354	20080	5676	9686	7442
Mir5627|Mir5627	0	0	19	3	0	0
Pnpla8|Pnpla8	5448	5479	4960	2892	3455	3000
Gm33680|Gm33680	0	0	10	279	381	170
Stxbp6|Stxbp6	261	1009	699	1594	2102	1589
Gm33548|Gm33548	0	31	205	554	836	328
Gm38487|Gm38487	166	350	47	997	891	909
Gm1818|Gm1818	7	25	0	18	10	8
Nova1|Nova1	3635	4264	2263	3354	3668	3125
Gm33869|Gm33869	1303	1194	1456	1388	997	1503
Gm40417|Gm40417	1132	1816	512	1153	1545	1357
Prkd1|Prkd1	258	0	499	601	712	615
Nrcam|Nrcam	20049	11655	22012	17695	18183	20921
G2e3|G2e3	1727	2915	676	1441	2266	1766
Coch|Coch	777	751	956	989	702	1102
Scfd1|Scfd1	8408	7966	5819	4533	5807	4302
Gm40422|Gm40422	13	0	1	13	5	8
Strn3|Strn3	4421	3921	3483	3173	6447	3499
Ap4s1|Ap4s1	1842	889	1163	1107	1547	881
Heatr5a|Heatr5a	1312	443	1007	1311	1510	945
Dtd2|Dtd2	1030	817	515	753	770	582
Hectd1|Hectd1	10971	5596	5483	7218	6323	6212
Gm5785|Gm5785	1482	1458	1237	794	788	641
Gm35071|Gm35071	0	0	0	5	7	0
Gm35188|Gm35188	185	0	9	10	18	36
Nubpl|Nubpl	112	392	267	213	202	172
Arhgap5|Arhgap5	13820	13359	7778	7817	10286	8420
Akap6|Akap6	10267	4170	8740	9466	8333	7458
Sptssa|Sptssa	2799	1453	2076	1387	1327	1543
Mir1892|Mir1892	1	1	1	1	1	1
Npas3|Npas3	3039	2438	964	2756	3123	3245
1700030L22Rik|1700030L22Rik	78	0	16	300	342	299
Gm35614|Gm35614	189	30	102	247	449	261
LOC108167948|LOC108167948	266	0	491	878	2319	915
Eapp|Eapp	1220	649	655	659	857	520
Snx6|Snx6	2677	2188	1807	2352	3129	1788
Cfl2|Cfl2	4229	2147	2864	2199	3096	2668
Baz1a|Baz1a	139	0	0	85	209	144
1700047I17Rik2|1700047I17Rik2	0	0	0	0	4	4
Gm2446|Gm2446	0	0	0	0	0	0
Srp54c|Srp54c	645	29	395	347	403	330
2700097O09Rik|2700097O09Rik	2030	1414	970	1646	1945	1289
Srp54a|Srp54a	413	173	415	301	242	219
Fam177a|Fam177a	4	0	0	0	4	4
Gm2436|Gm2436	0	0	0	0	0	0
Srp54b|Srp54b	5	0	0	0	0	0
1110008L16Rik|1110008L16Rik	83	572	140	429	307	236
Ppp2r3c|Ppp2r3c	1164	83	552	614	772	754
Psma6|Psma6	1995	1743	1995	632	970	884
Gm36634|Gm36634	0	66	0	19	26	31
Nfkbia|Nfkbia	1659	385	1364	1428	1820	1243
Brms1l|Brms1l	402	942	1001	1697	2277	1581
Mbip|Mbip	1591	827	1519	2220	2759	2138
Gm26973|Gm26973	0	0	0	45	0	49
C87198|C87198	0	0	0	0	0	0
Nkx2-9|Nkx2-9	0	0	112	81	110	80
Ralgapa1|Ralgapa1	4727	5651	4172	5263	6368	5196
Insm2|Insm2	0	9	124	87	115	41
Gm20016|Gm20016	194	0	61	34	71	7
Gm16246|Gm16246	22	385	177	164	204	136
Prps1l3|Prps1l3	3715	1766	1586	571	617	460
Mipol1|Mipol1	777	478	626	798	583	427
Clec14a|Clec14a	3	0	115	348	525	590
Sstr1|Sstr1	2888	1920	2832	1761	1496	3156
LOC108167972|LOC108167972	0	0	0	0	0	0
Foxa1|Foxa1	725	281	467	128	68	202
Ttc6|Ttc6	2035	1703	1132	367	274	345
Gm30518|Gm30518	43	5	58	0	10	0
BC042761|BC042761	37	146	0	6	0	9
4921518K17Rik|4921518K17Rik	0	33	27	15	14	5
Sec23a|Sec23a	3546	3908	4366	1910	2091	2622
Gemin2|Gemin2	515	564	404	598	886	394
Trappc6b|Trappc6b	3496	1383	1844	2552	3498	2149
Pnn|Pnn	6843	5738	9836	20860	19981	16279
Fbxo33|Fbxo33	2191	1074	1762	1001	1492	1224
Gm20063|Gm20063	560	137	153	540	512	425
Ctage5|Ctage5	5047	1925	4962	3683	3810	3317
Gm527|Gm527	107	207	108	25	67	23
Klhl28|Klhl28	1296	1440	402	897	1078	758
Fam179b|Fam179b	2560	1259	2330	1639	1515	1628
Lrfn5|Lrfn5	10563	7220	7170	8571	7239	7992
Mis18bp1|Mis18bp1	114	0	32	101	78	92
Prpf39|Prpf39	5141	5215	5417	12006	13714	12901
Fancm|Fancm	3010	1694	1011	1986	1550	1655
Fkbp3|Fkbp3	5783	3606	3784	3267	4091	3628
Rps29|Rps29	1574	895	954	441	812	519
Rn7s1|Rn7s1	3	0	1	2	0	2
Rpl36al|Rpl36al	1582	386	700	337	569	318
Mgat2|Mgat2	15513	12891	12875	6399	4842	6072
Dnaaf2|Dnaaf2	920	135	564	592	346	588
Pole2|Pole2	109	39	97	106	147	97
Klhdc1|Klhdc1	249	223	109	520	626	620
9330151L19Rik|9330151L19Rik	1843	1792	1008	3164	793	2003
Mdga2|Mdga2	9876	4503	5859	9379	9814	8398
Rn7s2|Rn7s2	49	45	19	0	7	5
Arf6|Arf6	488	957	835	381	409	430
Vcpkmt|Vcpkmt	598	453	506	697	566	792
Sos2|Sos2	384	496	1117	1020	1443	829
Gm31679|Gm31679	282	121	483	407	486	477
Atp5s|Atp5s	1890	2052	1829	884	1228	1051
L2hgdh|L2hgdh	1314	438	1691	808	1014	985
LOC108168005|LOC108168005	126	273	125	118	131	54
Klhdc2|Klhdc2	4328	2100	3411	2954	2395	2075
Nemf|Nemf	17401	16212	11533	11733	13530	8096
Pygl|Pygl	27	519	355	197	205	101
Nin|Nin	2251	947	2214	3455	2730	2604
Cdkl1|Cdkl1	741	1674	501	721	561	568
Mir681|Mir681	0	13	8	4	0	7
4931403G20Rik|4931403G20Rik	69	49	64	187	153	137
4930512B01Rik|4930512B01Rik	195	158	209	251	254	235
Map4k5|Map4k5	4223	2310	2235	5006	4042	5361
Atl1|Atl1	19931	9366	12875	7444	8488	7960
Gm3086|Gm3086	98	0	34	29	45	72
Sav1|Sav1	254	55	179	156	233	318
Trim9|Trim9	10077	2900	7031	13724	10496	15387
Gm32151|Gm32151	69	89	39	49	31	92
Gm40435|Gm40435	0	28	0	53	21	8
