	FT01DA	FT02DA	FT04DA	FT01nDA	FT02nDA	FT04nDA
Gm40584|Gm40584	0	0	0	0	0	3
Zbtb42|Zbtb42	0	0	0	25	0	21
Gpr132|Gpr132	0	0	0	9	30	17
Gm30461|Gm30461	0	0	19	0	0	0
LOC102632292|LOC102632292	0	0	0	11	9	0
LOC108168035|LOC108168035	26	32	0	15	31	0
Tex22|Tex22	0	0	0	13	8	20
LOC102641016|LOC102641016	0	24	0	0	0	0
Gm30599|Gm30599	0	0	0	0	0	0
4930427A07Rik|4930427A07Rik	0	0	131	192	26	137
Adam6b|Adam6b	0	0	0	0	0	0
Adam6a|Adam6a	0	0	0	0	0	0
Mir7094-1|Mir7094-1	0	0	0	0	0	0
Mir7094-2|Mir7094-2	0	0	0	0	0	0
Gm40899|Gm40899	0	0	0	0	0	0
Gm30948|Gm30948	0	0	0	0	0	0
Gm30996|Gm30996	0	0	0	0	0	0
Mir6388|Mir6388	0	0	0	0	0	0
Gm40900|Gm40900	0	0	0	0	0	0
LOC108167975|LOC108167975	0	0	48	6	4	0
Gm31482|Gm31482	0	0	0	0	0	0
D230030E09Rik|D230030E09Rik	0	0	0	0	0	0
Gm31626|Gm31626	0	0	0	0	0	0
Sp8|Sp8	0	0	0	30	16	23
Gm39562|Gm39562	0	0	0	0	0	0
LOC108167976|LOC108167976	0	0	0	0	0	0
Macc1|Macc1	0	0	12	7	0	0
LOC108168062|LOC108168062	0	0	0	0	0	0
Speer6-ps1|Speer6-ps1	0	0	0	0	0	0
Gm40644|Gm40644	0	0	0	0	0	0
Gm40648|Gm40648	0	0	0	0	0	0
1700024F13Rik|1700024F13Rik	0	0	76	43	70	40
Gm40654|Gm40654	0	0	24	0	6	0
Gm35190|Gm35190	0	0	0	0	0	0
Calml3|Calml3	0	0	0	0	0	0
Gm40655|Gm40655	0	0	0	1	0	0
Calm4|Calm4	0	0	0	0	0	0
Calm5|Calm5	0	0	0	3	0	0
Tubal3|Tubal3	0	0	0	0	0	0
Ucn3|Ucn3	0	0	0	17	15	0
Akr1c14|Akr1c14	0	0	0	17	10	28
Akr1c18|Akr1c18	0	0	0	0	0	0
Akr1c13|Akr1c13	0	0	0	3	8	0
Akr1c19|Akr1c19	0	0	8	0	0	0
Marcksl1-ps4|Marcksl1-ps4	0	0	0	0	0	0
Gm40656|Gm40656	0	0	0	0	18	0
Akr1c12|Akr1c12	0	0	0	16	0	9
LOC102638797|LOC102638797	0	0	0	0	0	0
Akr1c6|Akr1c6	0	0	0	0	0	0
Akr1c20|Akr1c20	0	0	0	0	0	0
Gm40657|Gm40657	0	0	0	0	6	0
Gm40658|Gm40658	0	0	0	0	0	0
Gm40659|Gm40659	0	0	0	0	0	0
Gm40660|Gm40660	0	0	0	0	0	0
Gm40661|Gm40661	0	0	0	0	0	0
Gm35330|Gm35330	59	0	0	0	0	0
Gm35413|Gm35413	0	0	0	0	0	0
Gm35464|Gm35464	0	0	0	0	19	0
1700016G22Rik|1700016G22Rik	0	0	0	0	0	0
LOC108168063|LOC108168063	0	0	0	0	0	0
Gm35615|Gm35615	0	0	0	0	0	0
Gm35671|Gm35671	0	0	0	0	0	0
Gm40662|Gm40662	0	0	0	6	0	9
Gm35925|Gm35925	0	0	0	16	14	0
Gm40663|Gm40663	0	0	0	0	0	0
Gm36074|Gm36074	0	0	0	0	0	0
Gm36136|Gm36136	0	0	0	0	0	0
Idi2|Idi2	0	41	0	15	5	40
Gm36264|Gm36264	0	0	0	0	0	0
Gm40665|Gm40665	0	0	0	0	0	0
Gm40666|Gm40666	0	0	0	0	0	0
Zp4-ps|Zp4-ps	0	0	0	0	3	0
Edaradd|Edaradd	0	0	80	200	350	117
LOC105245453|LOC105245453	0	0	0	0	0	18
Prl2c3|Prl2c3	0	0	0	0	0	0
Gm40904|Gm40904	0	0	0	0	0	0
Prl2c2|Prl2c2	0	0	0	0	0	0
Gm40903|Gm40903	0	0	0	0	0	0
Prl2c5|Prl2c5	0	0	0	0	0	0
Gm7040|Gm7040	0	0	0	0	0	0
Gm31066|Gm31066	0	0	0	15	11	8
Gm20043|Gm20043	0	0	0	0	0	0
Gm31711|Gm31711	0	0	0	0	0	0
4930448F12Rik|4930448F12Rik	0	0	0	0	0	0
Gm40827|Gm40827	0	0	0	6	31	29
9330199G10Rik|9330199G10Rik	0	0	106	101	89	63
Nme8|Nme8	48	0	0	3	16	10
A530099J19Rik|A530099J19Rik	0	0	0	0	0	0
Gpr141|Gpr141	0	0	0	0	38	28
Aoah|Aoah	0	0	0	42	167	24
Gm32242|Gm32242	0	0	0	0	0	0
Olfr1370|Olfr1370	0	0	0	0	0	0
Olfr263|Olfr263	0	0	0	0	0	0
Olfr1368|Olfr1368	0	0	0	0	0	0
Gm32298|Gm32298	0	0	0	0	0	0
Gm32420|Gm32420	0	0	0	0	8	12
Gm32525|Gm32525	239	0	116	35	49	24
Gpx5|Gpx5	0	0	0	0	0	0
Gpx6|Gpx6	0	0	0	0	8	0
Olfr1367|Olfr1367	0	0	0	0	0	0
Gm40828|Gm40828	0	0	0	10	13	12
Olfr1364|Olfr1364	0	0	0	0	0	0
Olfr1362|Olfr1362	0	0	0	0	0	0
Olfr11|Olfr11	0	0	0	0	0	0
Olfr1361|Olfr1361	0	0	0	0	0	0
Olfr1360|Olfr1360	0	0	0	0	0	0
Olfr1359|Olfr1359	0	0	0	0	0	0
Hist1h2bl|Hist1h2bl	0	0	0	0	1	0
Hist1h2ai|Hist1h2ai	0	0	0	0	4	0
Hist1h3h|Hist1h3h	0	0	0	0	0	0
Hist1h2bm|Hist1h2bm	0	0	0	4	9	0
Hist1h2ak|Hist1h2ak	0	0	0	0	0	8
Hist1h2bn|Hist1h2bn	0	0	0	7	26	9
LOC108168068|LOC108168068	0	0	0	45	120	9
Hist1h3i|Hist1h3i	75	0	0	10	8	1
Hist1h2an|Hist1h2an	0	0	0	2	2	0
Hist1h2bq|Hist1h2bq	0	0	0	0	0	0
Hist1h2ao|Hist1h2ao	9	0	8	0	0	0
Hist1h4m|Hist1h4m	0	0	0	3	6	0
LOC108168067|LOC108168067	0	0	0	18	10	10
Hist1h4n|Hist1h4n	0	0	0	0	0	0
Hist1h2ap|Hist1h2ap	0	0	0	0	0	0
Hist1h2br|Hist1h2br	0	0	0	0	0	0
Mir1983|Mir1983	0	0	12	0	1	0
Pom121l2|Pom121l2	0	0	0	0	0	0
Prss16|Prss16	0	0	0	10	0	0
Hist1h2ah|Hist1h2ah	0	0	0	0	0	0
Hist1h2bk|Hist1h2bk	0	0	0	0	0	0
Hist1h4i|Hist1h4i	0	82	55	23	83	18
Vmn1r188|Vmn1r188	0	0	0	0	0	0
Vmn1r189|Vmn1r189	0	0	0	0	0	0
Vmn1r191|Vmn1r191	0	0	0	0	0	0
Vmn1r192|Vmn1r192	0	0	0	0	0	0
Vmn1r193|Vmn1r193	0	0	0	0	0	0
Vmn1r194|Vmn1r194	0	0	0	0	0	0
Vmn1r195|Vmn1r195	0	0	0	0	0	0
Vmn1r196|Vmn1r196	0	0	0	0	0	0
Vmn1r197|Vmn1r197	0	0	0	0	0	0
Vmn1r198|Vmn1r198	0	0	0	0	0	0
Vmn1r199|Vmn1r199	0	0	0	2	0	0
Vmn1r200|Vmn1r200	0	0	0	0	2	0
Vmn1r-ps103|Vmn1r-ps103	0	0	0	0	0	0
Vmn1r201|Vmn1r201	0	0	0	0	0	0
Vmn1r202|Vmn1r202	0	0	0	0	0	0
Vmn1r203|Vmn1r203	0	0	0	0	0	0
Vmn1r204|Vmn1r204	0	0	0	0	0	0
Vmn1r205|Vmn1r205	0	0	0	0	0	0
Vmn1r206|Vmn1r206	0	0	0	21	28	12
Vmn1r207-ps|Vmn1r207-ps	0	0	73	0	9	7
Vmn1r208|Vmn1r208	0	0	0	0	0	0
Vmn1r209|Vmn1r209	0	0	0	3	0	0
Vmn1r210|Vmn1r210	0	0	0	0	0	0
Vmn1r211|Vmn1r211	0	0	0	0	0	0
Vmn1r212|Vmn1r212	0	0	0	0	0	0
Vmn1r213|Vmn1r213	0	0	0	3	0	0
Vmn1r214|Vmn1r214	0	0	0	0	0	0
Vmn1r215|Vmn1r215	0	0	0	0	0	0
Vmn1r216|Vmn1r216	0	0	0	0	0	0
Vmn1r217|Vmn1r217	0	0	0	0	0	0
Vmn1r218|Vmn1r218	0	0	0	0	0	0
Vmn1r219|Vmn1r219	0	0	0	0	0	0
Vmn1r220|Vmn1r220	0	0	0	0	0	0
Vmn1r221|Vmn1r221	0	0	0	0	0	0
Vmn1r222|Vmn1r222	0	0	0	0	0	0
Vmn1r223|Vmn1r223	0	0	0	0	0	0
Gm33094|Gm33094	0	0	0	0	0	0
Gm40833|Gm40833	0	0	0	0	0	0
Btn1a1|Btn1a1	0	0	0	34	48	24
Btn2a2|Btn2a2	449	499	275	117	100	66
Gm11335|Gm11335	0	48	0	0	0	0
Hist1h3g|Hist1h3g	5	0	0	32	31	12
Hist1h2bh|Hist1h2bh	115	0	0	0	8	0
Hist1h3f|Hist1h3f	25	0	56	19	16	28
Hist1h4f|Hist1h4f	0	0	0	4	6	0
Hist1h1d|Hist1h1d	0	0	0	5	11	0
Hist1h3e|Hist1h3e	210	87	0	52	62	15
Hist1h2ae|Hist1h2ae	69	0	97	31	17	10
Hist1h2bf|Hist1h2bf	2	0	0	0	0	0
Hist1h2ad|Hist1h2ad	0	0	0	7	12	4
Hist1h3d|Hist1h3d	110	0	0	29	59	17
Hist1h2ac|Hist1h2ac	183	0	31	14	19	26
Hist1h1t|Hist1h1t	0	0	0	0	0	0
Hist1h4c|Hist1h4c	0	0	0	22	31	19
Hist1h2bb|Hist1h2bb	0	0	0	3	3	0
Hist1h2ab|Hist1h2ab	40	0	0	7	5	7
Hist1h3b|Hist1h3b	0	0	0	3	0	0
Hist1h4b|Hist1h4b	0	0	0	0	0	0
Hist1h4a|Hist1h4a	0	0	0	2	4	0
Hist1h3a|Hist1h3a	0	0	0	0	0	0
Hist1h1a|Hist1h1a	0	0	0	7	10	3
Trim38|Trim38	0	0	0	0	0	0
Gm11337|Gm11337	0	0	0	0	0	7
Slc17a2|Slc17a2	0	0	0	0	0	0
Slc17a3|Slc17a3	132	0	0	4	0	0
Slc17a1|Slc17a1	0	0	0	0	0	0
Slc17a4|Slc17a4	0	0	0	0	0	0
Gm33516|Gm33516	0	0	0	0	0	0
Hist1h2ba|Hist1h2ba	0	0	0	0	0	0
Hist1h2aa|Hist1h2aa	0	0	0	0	0	0
Scgn|Scgn	0	0	0	16	0	16
Gm11342|Gm11342	0	0	0	0	0	0
Cmah|Cmah	0	0	0	6	32	0
LOC108168070|LOC108168070	0	0	0	0	0	0
1700016G14Rik|1700016G14Rik	0	11	0	0	9	0
Gm34122|Gm34122	0	0	30	3	4	0
Gm11351|Gm11351	0	0	0	0	0	0
1700092E19Rik|1700092E19Rik	0	0	0	0	0	0
Hdgfl1|Hdgfl1	0	0	0	0	0	0
Prl|Prl	0	0	0	0	0	0
Prl3d1|Prl3d1	0	0	0	0	0	0
Prl3d2|Prl3d2	0	0	0	0	0	0
Prl3d3|Prl3d3	0	0	0	0	0	0
Prl3c1|Prl3c1	0	0	0	0	0	0
Prl3b1|Prl3b1	0	0	0	0	0	0
Prl3a1|Prl3a1	0	0	0	0	0	0
Prl6a1|Prl6a1	0	0	0	0	0	0
Prl8a2|Prl8a2	0	0	0	0	0	0
Prl2b1|Prl2b1	0	0	0	0	0	0
Gm40836|Gm40836	0	0	0	0	0	0
Prl8a6|Prl8a6	0	0	0	0	0	0
Prl8a8|Prl8a8	0	0	0	0	0	0
Prl8a9|Prl8a9	0	0	0	0	0	0
Prl8a1|Prl8a1	0	0	0	0	0	0
Prl7b1|Prl7b1	0	0	0	0	0	0
Prl7a1|Prl7a1	0	0	0	0	0	0
Prl7a2|Prl7a2	0	0	0	0	0	0
Prl7d1|Prl7d1	0	0	0	0	0	0
Prl7c1|Prl7c1	0	0	0	0	0	0
Prl2a1|Prl2a1	0	0	0	0	0	0
Prl2c1|Prl2c1	0	0	0	0	0	0
Prl4a1|Prl4a1	0	0	0	0	0	0
Prl5a1|Prl5a1	0	0	0	0	0	0
2610307P16Rik|2610307P16Rik	5	0	191	190	59	106
Mir6368|Mir6368	0	0	0	0	0	0
Gm34639|Gm34639	0	0	0	0	18	28
Gm34697|Gm34697	0	0	0	0	0	0
Gm40858|Gm40858	0	0	0	0	0	0
Gm40860|Gm40860	0	0	0	14	13	0
Gm35109|Gm35109	0	0	0	0	0	0
4930519D14Rik|4930519D14Rik	0	0	0	0	0	0
Gm35158|Gm35158	0	173	3	12	12	0
Irf4|Irf4	0	8	6	25	36	15
Gm35302|Gm35302	0	0	0	0	0	0
4930401O12Rik|4930401O12Rik	0	0	0	0	0	0
G630018N14Rik|G630018N14Rik	0	0	0	28	37	21
Foxq1|Foxq1	0	0	262	46	27	45
1700018A04Rik|1700018A04Rik	0	0	0	0	0	5
Foxf2|Foxf2	0	0	0	54	29	27
Gm40876|Gm40876	0	0	0	0	0	0
Gm35899|Gm35899	0	0	0	15	17	0
Serpinb1c|Serpinb1c	0	0	0	4	11	0
Serpinb6b|Serpinb6b	0	0	0	36	93	27
Serpinb9b|Serpinb9b	0	0	0	0	0	0
Gm36099|Gm36099	0	0	0	0	0	0
Serpinb9c|Serpinb9c	0	0	0	8	0	0
Serpinb9d|Serpinb9d	0	0	0	0	0	0
Serpinb9e|Serpinb9e	0	0	0	0	0	0
Gm40905|Gm40905	0	0	0	0	0	0
Serpinb9f|Serpinb9f	0	0	0	0	0	0
Gm40906|Gm40906	0	0	0	0	0	0
Gm11397|Gm11397	0	0	0	0	0	0
Serpinb9g|Serpinb9g	0	0	0	0	0	0
Gm6093|Gm6093	0	0	0	0	0	0
Serpinb6d|Serpinb6d	0	0	0	0	0	0
Serpinb6e|Serpinb6e	0	0	0	0	5	9
Serpinb6c|Serpinb6c	0	0	0	18	11	0
4930447K03Rik|4930447K03Rik	0	0	0	7	2	0
Gm36500|Gm36500	219	0	33	103	53	124
Gm40908|Gm40908	0	0	0	0	0	0
Gm40909|Gm40909	0	0	0	20	9	26
Pxdc1|Pxdc1	0	0	145	180	185	51
Gm15908|Gm15908	0	0	0	0	0	0
Fam50b|Fam50b	0	0	0	0	0	0
Gm40910|Gm40910	0	0	0	0	2	0
4930529N20Rik|4930529N20Rik	0	0	0	0	0	0
1700011B04Rik|1700011B04Rik	0	0	0	0	0	0
1700019C18Rik|1700019C18Rik	0	0	0	0	0	0
Ppp1r3g|Ppp1r3g	0	0	0	124	112	74
Gm30127|Gm30127	0	0	0	1	0	0
LOC108168076|LOC108168076	55	0	0	25	26	16
LOC108168077|LOC108168077	38	0	21	17	0	13
Gm30549|Gm30549	0	0	0	0	0	0
Gm30600|Gm30600	0	0	0	0	0	0
Gm40913|Gm40913	0	0	0	0	18	0
Gm4035|Gm4035	0	0	0	2	10	0
Gm30918|Gm30918	0	0	0	0	0	0
Gm40915|Gm40915	0	0	0	0	0	0
Gm40916|Gm40916	0	0	0	7	0	11
Gm40917|Gm40917	0	0	0	0	0	0
AI463229|AI463229	0	0	0	0	0	0
Gm40918|Gm40918	0	0	0	0	0	0
LOC108167318|LOC108167318	0	0	0	0	0	0
Gm31600|Gm31600	0	0	0	0	0	0
Gm40920|Gm40920	117	0	0	62	37	27
Dsp|Dsp	0	0	0	11	9	0
Gm40921|Gm40921	0	14	0	23	29	7
Gm40922|Gm40922	0	0	0	3	0	43
LOC108168052|LOC108168052	0	0	63	0	6	0
Gm32243|Gm32243	0	0	0	11	0	0
Gm40923|Gm40923	0	0	0	0	0	0
LOC108168053|LOC108168053	0	0	0	0	0	0
LOC108168054|LOC108168054	0	0	0	0	12	0
Gm40924|Gm40924	0	0	0	0	0	0
Tfap2a|Tfap2a	0	0	0	5	10	22
Gm26688|Gm26688	0	0	0	0	9	0
Gm35160|Gm35160	0	0	0	0	0	0
Gcm2|Gcm2	0	0	0	26	26	0
Sycp2l|Sycp2l	82	12	0	57	107	55
Gm32063|Gm32063	0	0	0	0	0	0
Gm5082|Gm5082	218	0	0	0	0	0
Gm40925|Gm40925	0	0	0	0	0	0
Adtrp|Adtrp	0	0	0	0	7	0
Gm32555|Gm32555	0	0	0	16	37	11
LOC108168079|LOC108168079	272	355	10	118	143	61
Gm32833|Gm32833	0	0	0	0	0	0
Gm32878|Gm32878	0	0	0	0	6	0
Gm32939|Gm32939	0	0	0	0	0	0
Gm33115|Gm33115	0	0	0	0	0	0
Gm2233|Gm2233	0	0	0	0	0	0
Gm33489|Gm33489	0	0	0	0	0	0
Gm33630|Gm33630	0	0	0	0	0	0
Gm5083|Gm5083	0	0	0	6	0	0
Gm33684|Gm33684	0	0	0	0	0	0
Gm29676|Gm29676	0	0	0	0	0	0
Gm33958|Gm33958	0	0	0	0	0	0
1700029N11Rik|1700029N11Rik	0	0	0	0	0	0
Gm34020|Gm34020	0	0	0	0	0	0
Gm34084|Gm34084	0	0	0	0	0	0
Gm40930|Gm40930	0	0	0	0	0	0
Gm34276|Gm34276	0	0	0	0	0	0
Gm40931|Gm40931	0	0	0	0	0	0
Gm34409|Gm34409	0	0	0	0	0	0
Gm40932|Gm40932	0	0	0	0	0	0
Gm34466|Gm34466	0	0	0	0	0	9
Gm40933|Gm40933	0	0	0	0	0	0
Gm34991|Gm34991	0	0	0	0	0	0
LOC108167338|LOC108167338	0	0	0	7	0	14
Stmnd1|Stmnd1	0	0	0	0	7	10
Gm35110|Gm35110	0	0	0	0	0	0
Gm35733|Gm35733	0	0	0	0	0	0
4930471G24Rik|4930471G24Rik	0	0	0	0	0	0
Gm35928|Gm35928	0	0	0	0	6	0
Gm35991|Gm35991	0	0	0	0	0	0
Gm40938|Gm40938	0	0	0	0	0	0
G630093K05Rik|G630093K05Rik	0	0	0	11	5	0
A330048O09Rik|A330048O09Rik	245	0	45	16	51	9
Gm40940|Gm40940	0	0	0	0	0	13
Gm40941|Gm40941	0	0	0	0	0	0
Gm36606|Gm36606	0	0	0	0	0	0
Gm36784|Gm36784	0	0	0	0	0	0
Gm40942|Gm40942	0	0	0	0	0	0
Gm40943|Gm40943	0	0	0	0	0	0
Fgd3|Fgd3	0	0	0	600	382	499
Gm19334|Gm19334	0	0	0	0	0	0
Gm30302|Gm30302	0	0	0	4	0	0
LOC102631805|LOC102631805	0	0	0	6	0	0
Gm8672|Gm8672	0	0	0	0	0	0
Gm8674|Gm8674	0	0	0	4	0	0
Gm30520|Gm30520	0	0	0	0	0	0
Gm8700|Gm8700	0	0	0	0	0	0
4933433N18Rik|4933433N18Rik	0	0	0	0	0	0
Gm19470|Gm19470	0	0	0	0	0	0
Gm31217|Gm31217	0	0	0	0	0	0
2310081J21Rik|2310081J21Rik	0	0	0	0	0	0
Gm31126|Gm31126	0	0	0	13	0	0
Gm19536|Gm19536	0	0	0	0	0	0
Gm40946|Gm40946	0	0	0	0	0	3
Nutm2|Nutm2	0	0	0	0	0	0
Gm31835|Gm31835	0	0	0	0	10	0
Mir683-1|Mir683-1	0	0	0	2	0	0
Gm31712|Gm31712	0	0	0	13	4	15
Mir683-2|Mir683-2	0	0	0	0	0	0
Gm8765|Gm8765	0	0	0	0	0	0
4930518P08Rik|4930518P08Rik	0	0	0	0	0	0
Gm40947|Gm40947	0	0	0	0	0	0
Gm8777|Gm8777	0	0	0	0	0	0
1700048B10Rik|1700048B10Rik	0	0	0	0	0	0
Gm32613|Gm32613	0	0	0	0	0	0
Nxnl2|Nxnl2	0	0	0	42	0	0
Hist1h2al|Hist1h2al	0	0	0	4	15	0
Gm40948|Gm40948	0	0	0	0	0	0
Gm33041|Gm33041	0	0	0	0	0	0
Gm33116|Gm33116	0	0	0	0	0	0
Gm33168|Gm33168	0	0	0	0	0	0
Gm2848|Gm2848	0	0	0	0	0	0
BB123696|BB123696	0	0	0	0	7	6
Gm33424|Gm33424	0	0	0	0	0	0
Gm33519|Gm33519	0	0	0	0	0	0
Ror2|Ror2	0	381	0	167	60	136
Gm33574|Gm33574	0	0	0	0	0	0
Gm33631|Gm33631	0	0	0	0	0	0
Gm2762|Gm2762	83	160	121	180	164	134
Gm38564|Gm38564	0	0	0	0	0	0
Gm33763|Gm33763	0	0	12	42	24	23
Msx2|Msx2	148	0	0	30	40	40
Gm40951|Gm40951	0	0	0	0	0	0
Gm33873|Gm33873	0	0	0	37	35	0
Gm40952|Gm40952	0	0	0	0	0	0
9530014B07Rik|9530014B07Rik	0	0	0	0	0	0
4930555G21Rik|4930555G21Rik	0	0	0	0	0	0
Gm34278|Gm34278	0	0	0	0	0	0
Gm34332|Gm34332	0	0	0	4	0	3
Gm34439|Gm34439	0	0	0	8	10	29
Gm40954|Gm40954	0	0	0	0	9	0
Gm34557|Gm34557	0	0	0	10	0	0
Gm34640|Gm34640	0	0	0	0	0	0
Gm40955|Gm40955	0	0	0	0	0	0
Cdhr2|Cdhr2	0	0	0	129	51	103
Gprin1|Gprin1	294	0	108	77	70	63
Gm16249|Gm16249	0	0	0	0	0	0
Eif4e1b|Eif4e1b	0	0	0	0	0	0
Gm40959|Gm40959	0	0	0	0	0	0
Gm31188|Gm31188	0	0	0	0	0	0
4930526F13Rik|4930526F13Rik	0	0	0	0	0	0
Fgfr4|Fgfr4	0	0	0	48	15	31
Rgs14|Rgs14	0	0	0	89	31	156
Slc34a1|Slc34a1	0	0	0	0	3	0
Pfn3|Pfn3	0	0	0	0	0	0
Pitx1|Pitx1	0	0	0	3	0	10
Gm31542|Gm31542	0	0	0	0	0	0
Gm31657|Gm31657	0	0	17	27	18	22
Tifab|Tifab	0	0	284	207	166	241
4930550C17Rik|4930550C17Rik	0	0	0	0	0	0
Neurog1|Neurog1	0	0	0	0	0	7
Gm32003|Gm32003	0	0	0	0	0	0
Gm40960|Gm40960	0	0	0	0	0	0
Gm10782|Gm10782	0	0	0	0	0	0
LOC108168087|LOC108168087	0	0	0	0	0	0
Slc25a48|Slc25a48	0	0	0	33	0	25
Il9|Il9	0	0	0	0	0	0
Gm32759|Gm32759	0	0	0	3	0	0
2010203P06Rik|2010203P06Rik	0	0	0	15	0	0
Tgfbi|Tgfbi	25	128	0	816	861	946
Gm40961|Gm40961	0	0	0	7	0	0
Gm32965|Gm32965	0	0	0	0	0	0
Gm32910|Gm32910	0	0	0	0	0	0
Gm33019|Gm33019	0	0	0	0	0	0
Gm40962|Gm40962	0	0	0	0	0	0
Gm33140|Gm33140	0	0	0	7	0	0
Gm33197|Gm33197	0	0	0	0	17	0
LOC105245516|LOC105245516	0	0	0	0	0	0
Gm40964|Gm40964	0	0	0	10	0	100
1700066J03Rik|1700066J03Rik	0	0	0	0	0	7
Gm33875|Gm33875	0	0	0	0	4	0
Gm40966|Gm40966	0	0	0	0	0	0
Gm38494|Gm38494	0	0	0	0	0	0
Slc28a3|Slc28a3	0	0	0	0	8	0
Gm34058|Gm34058	0	0	0	0	0	0
4930455J16Rik|4930455J16Rik	0	0	0	0	0	0
Gm40968|Gm40968	0	0	0	0	0	0
Gm34307|Gm34307	0	86	0	0	10	10
Gm34354|Gm34354	0	0	0	123	101	52
Gm34558|Gm34558	0	0	0	0	0	0
Gm34672|Gm34672	22	0	11	0	0	0
Gm34721|Gm34721	0	0	0	0	28	29
Gm34788|Gm34788	0	0	0	51	19	16
4921517D22Rik|4921517D22Rik	0	0	0	0	0	0
Spata31d1a|Spata31d1a	0	0	0	0	6	0
Gm40972|Gm40972	0	0	0	0	0	0
Spata31d1b|Spata31d1b	0	0	0	0	0	0
Spata31d1d|Spata31d1d	105	0	0	0	0	49
4930528D03Rik|4930528D03Rik	59	0	0	7	0	0
LOC102638268|LOC102638268	0	324	0	47	36	28
LOC108168088|LOC108168088	0	0	0	0	19	13
Gm19866|Gm19866	0	0	0	0	0	0
Gm35143|Gm35143	0	0	0	0	0	0
A530065N20Rik|A530065N20Rik	0	0	0	18	20	28
Gm35193|Gm35193	0	0	0	0	0	0
LOC108168089|LOC108168089	0	0	0	0	0	0
Gm5084|Gm5084	196	0	0	82	59	54
Gm35333|Gm35333	0	0	0	0	0	0
A530001N23Rik|A530001N23Rik	0	0	0	16	0	0
BC051665|BC051665	0	0	0	0	0	0
Ctsll3|Ctsll3	0	0	0	0	0	0
4930486L24Rik|4930486L24Rik	0	0	0	0	0	0
Ctla2b|Ctla2b	0	0	0	29	37	29
Tpbpb|Tpbpb	0	0	0	0	0	0
Ctla2a|Ctla2a	0	0	39	132	230	126
Tpbpa|Tpbpa	0	0	0	0	0	0
Gm40976|Gm40976	0	0	0	0	0	0
Gm40975|Gm40975	0	0	0	0	0	0
Ctsj|Ctsj	0	0	0	0	0	0
Ctsq|Ctsq	0	0	0	0	0	0
Ctsr|Ctsr	0	0	0	0	0	0
Cts6|Cts6	0	0	0	0	0	0
Cts8|Cts8	0	0	0	0	0	0
Cts8-ps|Cts8-ps	0	0	0	0	0	0
Cts7|Cts7	0	0	0	0	0	0
Ctsm|Ctsm	0	0	0	0	0	0
Cts3|Cts3	0	0	0	0	0	0
LOC108168055|LOC108168055	0	0	0	0	0	0
BC052688|BC052688	0	0	0	0	0	0
Zfp808|Zfp808	0	0	0	79	130	83
2810408B13Rik|2810408B13Rik	0	0	0	23	7	21
Fbp2|Fbp2	0	0	0	0	14	0
Fbp1|Fbp1	0	0	0	0	0	0
Gm38679|Gm38679	0	0	0	0	0	0
Gm40981|Gm40981	0	0	0	0	0	0
Gm30709|Gm30709	0	0	0	8	3	33
1700024I08Rik|1700024I08Rik	0	0	0	0	0	0
Gm30950|Gm30950	0	0	0	0	0	0
Gm30999|Gm30999	0	0	0	0	0	0
Hsd17b3|Hsd17b3	0	0	0	0	0	0
Slc35d2|Slc35d2	0	0	0	82	165	75
Gm31128|Gm31128	9	0	0	7	4	0
Spata31|Spata31	0	0	0	0	0	0
Spata31d1c|Spata31d1c	0	0	0	0	0	0
Prss47|Prss47	0	0	0	0	0	0
Olfr466|Olfr466	0	0	0	0	0	0
Nlrp4f|Nlrp4f	0	0	0	0	0	0
Gm7762|Gm7762	0	0	0	0	0	0
Gm40983|Gm40983	0	0	0	0	10	0
Gm40982|Gm40982	0	0	0	0	0	0
Gm31714|Gm31714	0	0	0	0	0	0
LOC108168095|LOC108168095	0	0	0	0	0	0
LOC102634499|LOC102634499	0	0	0	0	0	0
Gm19428|Gm19428	0	0	0	0	0	0
LOC102634730|LOC102634730	0	0	0	0	0	0
Gm40986|Gm40986	0	0	0	0	0	0
Gm17353|Gm17353	0	0	0	0	0	0
Gm32476|Gm32476	0	0	0	0	0	0
LOC108168096|LOC108168096	0	0	0	0	0	0
Gm40987|Gm40987	0	0	0	0	0	0
Rybp-ps|Rybp-ps	0	0	0	0	0	0
Gm10324|Gm10324	0	0	0	0	0	0
LOC108167370|LOC108167370	0	0	0	0	0	0
LOC105245577|LOC105245577	0	0	0	0	0	0
LOC108168097|LOC108168097	0	0	0	0	0	0
Gm26715|Gm26715	0	0	0	0	0	0
Gm33043|Gm33043	0	0	0	0	0	0
2410141K09Rik|2410141K09Rik	0	0	0	0	0	0
LOC108168099|LOC108168099	0	0	0	0	0	0
LOC108168098|LOC108168098	0	0	0	0	0	0
LOC108167371|LOC108167371	0	0	0	0	0	0
LOC108168100|LOC108168100	0	0	0	0	0	0
Gm40988|Gm40988	0	0	0	0	0	0
Gm40989|Gm40989	0	0	0	0	0	0
LOC105245578|LOC105245578	0	0	0	0	0	0
Gm10323|Gm10323	0	0	0	0	0	0
Rsl1|Rsl1	58	49	169	149	130	128
Gm17039|Gm17039	0	0	0	36	10	0
Zfp456|Zfp456	0	0	27	35	133	75
Zfp429|Zfp429	76	0	19	86	112	74
Gm10037|Gm10037	0	97	139	138	231	119
BC048507|BC048507	0	0	0	7	23	11
