	FT01DA	FT02DA	FT04DA	MN01DA	MN02DA	MN03DA	CRV01DA	CRV02DA	CRV03DA	CRV04DA
Traip|Traip	0	0	0	0	328.687473519859	49.8664111656951	7.67720810917043	86.066102985099	136.016162296709	158.938141669639
Gm38623|Gm38623	0	0	0	0	0	0	66.215919941595	18.9503346022236	54.4064649186836	168.166807960134
Ubp1|Ubp1	1060.48664625774	657.018731454478	1157.08299253938	2879.61000948102	1763.31162264771	1502.35825980052	3488.33143460432	1445.75261069464	1943.86526802325	3399.22541699904
Cul4b|Cul4b	560.142839565113	172.563285498744	364.753066529836	1210.25764582308	933.214630699521	701.312718734564	1424.12210425112	1478.91569624854	1119.99594211176	876.723297597038
Stk26|Stk26	0	0	0	211.749452361203	0	0	9.59651013646304	86.8557002601916	138.347867936081	65.6260713990766
4930502E18Rik|4930502E18Rik	0	0	0	0	162.410281033342	42.4394988644214	19.1930202729261	349.001995590952	3.10894085249621	51.2703682805286
4933403O08Rik|4933403O08Rik	0	0	0	0	152.098517158209	0	93.0861483236915	35.5318773791693	0	59.4736272054131
Nms|Nms	0	0	0	0	358.333794660866	440.309800718372	0	38.6902664795399	342.760728987707	0
Gm30900|Gm30900	0	0	0	0	87.649992938629	0	0	11.0543618512971	41.9707015086988	14.355703118548
Gm41939|Gm41939	0	7.66947935549975	45.0080904715479	0	167.566162970908	0	0	0	0	0
Lamc2|Lamc2	0	0	0	335.878441676391	32.2242621097901	839.241090043933	0	476.127156880868	0	0
4930523C07Rik|4930523C07Rik	0	0	0	217.225731301579	0	0	0	0	130.575515804841	209.183102584557
Gm32749|Gm32749	0	0	0	0	6.44485242195801	21.2197494322107	0	0	0	120.998069142047
Gm33377|Gm33377	0	0	0	222.702010241955	0	0	0	44.2174474051885	31.8666437380861	0
Efemp1|Efemp1	0	0	0	381.514099512857	21.9124982346572	477.444362224741	0	245.564752553814	189.645392002269	136.379179626206
Wnt9a|Wnt9a	0	0	0	0	146.942635220643	0	0	25.2671128029648	36.5300550168304	0
Cldn7|Cldn7	0	0	0	175.24092609203	0	0	0	61.5885874572268	78.5007565255292	23.5843694090431
Rhbdf2|Rhbdf2	0	0	0	0	0	209.014531907275	0	68.6949629330606	182.650275084152	169.192215325744
LOC108167980|LOC108167980	0	0	0	0	105.695579720111	0	0	49.744628330837	0	47.1687388180863
Gm34489|Gm34489	0	162.337313024745	13.1273597208681	146.034105076692	0	0	0	0	0	0
Gm40375|Gm40375	0	0	0	39.2466657393609	14.1786753283076	0	0	0	63.7332874761722	0
Gm40474|Gm40474	0	0	0	0	290.018358988111	531.554723276878	0	87.6452975352842	220.734800527231	37.9400725275911
Gm5086|Gm5086	0	0	0	391.55394423688	163.699251517734	0	0	91.5932839107475	0	0
Gm31452|Gm31452	0	0	0	0	0	147.477258553864	0	55.2718092564856	1.5544704262481	17.4319252153797
Gm30363|Gm30363	0	0	0	140.557826136316	0	0	0	0	32.6438789512102	90.2358481737303
Il17rd|Il17rd	0	0	0	0	248.771303487579	84.8789977288428	0	417.696958524012	143.78851442795	43.067109355644
Mir17hg|Mir17hg	0	0	0	0	216.547041377789	0	0	35.5318773791693	31.0894085249621	0
Capsl|Capsl	0	0	0	186.193483972782	0	0	0	48.9550310557444	13.2129986231089	55.3719977429708
Gm41447|Gm41447	0	0	0	0	90.2279339074122	0	0	0	47.4113480005671	47.1687388180863
Drd3|Drd3	0	0	0	0	0	102.915784746222	0	94.7516730111181	92.4909903617621	156.887326938417
